Created as New Dataset;Sample 003 By Administrator Date maandag, maart 02 2026
cm-1;%T
3310,00;50,85
3309,00;50,83
3308,00;50,83
3307,00;50,84
3306,00;50,86
3305,00;50,88
3304,00;50,90
3303,00;50,91
3302,00;50,93
3301,00;50,95
3300,00;50,96
3299,00;50,97
3298,00;50,97
3297,00;50,96
3296,00;50,95
3295,00;50,94
3294,00;50,94
3293,00;50,94
3292,00;50,95
3291,00;50,96
3290,00;50,96
3289,00;50,96
3288,00;50,97
3287,00;50,98
3286,00;51,00
3285,00;51,03
3284,00;51,05
3283,00;51,06
3282,00;51,06
3281,00;51,05
3280,00;51,05
3279,00;51,04
3278,00;51,05
3277,00;51,05
3276,00;51,07
3275,00;51,08
3274,00;51,10
3273,00;51,12
3272,00;51,14
3271,00;51,16
3270,00;51,17
3269,00;51,17
3268,00;51,18
3267,00;51,18
3266,00;51,19
3265,00;51,20
3264,00;51,22
3263,00;51,23
3262,00;51,25
3261,00;51,27
3260,00;51,29
3259,00;51,31
3258,00;51,32
3257,00;51,34
3256,00;51,37
3255,00;51,39
3254,00;51,41
3253,00;51,42
3252,00;51,43
3251,00;51,45
3250,00;51,47
3249,00;51,50
3248,00;51,53
3247,00;51,56
3246,00;51,61
3245,00;51,66
3244,00;51,70
3243,00;51,74
3242,00;51,79
3241,00;51,83
3240,00;51,87
3239,00;51,91
3238,00;51,96
3237,00;52,00
3236,00;52,05
3235,00;52,10
3234,00;52,16
3233,00;52,22
3232,00;52,28
3231,00;52,35
3230,00;52,41
3229,00;52,48
3228,00;52,54
3227,00;52,61
3226,00;52,67
3225,00;52,74
3224,00;52,81
3223,00;52,88
3222,00;52,97
3221,00;53,06
3220,00;53,16
3219,00;53,25
3218,00;53,33
3217,00;53,41
3216,00;53,50
3215,00;53,60
3214,00;53,72
3213,00;53,84
3212,00;53,96
3211,00;54,07
3210,00;54,17
3209,00;54,28
3208,00;54,39
3207,00;54,50
3206,00;54,61
3205,00;54,72
3204,00;54,84
3203,00;54,97
3202,00;55,10
3201,00;55,24
3200,00;55,37
3199,00;55,51
3198,00;55,65
3197,00;55,79
3196,00;55,94
3195,00;56,08
3194,00;56,21
3193,00;56,35
3192,00;56,47
3191,00;56,61
3190,00;56,76
3189,00;56,92
3188,00;57,09
3187,00;57,26
3186,00;57,41
3185,00;57,56
3184,00;57,71
3183,00;57,89
3182,00;58,08
3181,00;58,27
3180,00;58,45
3179,00;58,62
3178,00;58,78
3177,00;58,95
3176,00;59,11
3175,00;59,28
3174,00;59,46
3173,00;59,64
3172,00;59,83
3171,00;60,03
3170,00;60,22
3169,00;60,41
3168,00;60,60
3167,00;60,79
3166,00;60,98
3165,00;61,17
3164,00;61,36
3163,00;61,54
3162,00;61,73
3161,00;61,92
3160,00;62,13
3159,00;62,33
3158,00;62,54
3157,00;62,74
3156,00;62,94
3155,00;63,14
3154,00;63,34
3153,00;63,54
3152,00;63,74
3151,00;63,94
3150,00;64,14
3149,00;64,35
3148,00;64,56
3147,00;64,77
3146,00;64,98
3145,00;65,20
3144,00;65,42
3143,00;65,63
3142,00;65,83
3141,00;66,02
3140,00;66,21
3139,00;66,41
3138,00;66,62
3137,00;66,83
3136,00;67,04
3135,00;67,25
3134,00;67,46
3133,00;67,67
3132,00;67,89
3131,00;68,11
3130,00;68,33
3129,00;68,54
3128,00;68,75
3127,00;68,97
3126,00;69,19
3125,00;69,41
3124,00;69,62
3123,00;69,83
3122,00;70,04
3121,00;70,25
3120,00;70,46
3119,00;70,67
3118,00;70,88
3117,00;71,09
3116,00;71,30
3115,00;71,51
3114,00;71,73
3113,00;71,93
3112,00;72,13
3111,00;72,32
3110,00;72,52
3109,00;72,71
3108,00;72,92
3107,00;73,13
3106,00;73,34
3105,00;73,55
3104,00;73,76
3103,00;73,98
3102,00;74,20
3101,00;74,41
3100,00;74,61
3099,00;74,79
3098,00;74,97
3097,00;75,15
3096,00;75,33
3095,00;75,53
3094,00;75,74
3093,00;75,95
3092,00;76,15
3091,00;76,34
3090,00;76,51
3089,00;76,68
3088,00;76,86
3087,00;77,04
3086,00;77,24
3085,00;77,43
3084,00;77,63
3083,00;77,81
3082,00;77,99
3081,00;78,17
3080,00;78,35
3079,00;78,52
3078,00;78,70
3077,00;78,89
3076,00;79,06
3075,00;79,24
3074,00;79,40
3073,00;79,57
3072,00;79,74
3071,00;79,92
3070,00;80,10
3069,00;80,28
3068,00;80,46
3067,00;80,63
3066,00;80,79
3065,00;80,95
3064,00;81,10
3063,00;81,27
3062,00;81,44
3061,00;81,60
3060,00;81,76
3059,00;81,91
3058,00;82,07
3057,00;82,23
3056,00;82,39
3055,00;82,56
3054,00;82,72
3053,00;82,87
3052,00;83,01
3051,00;83,15
3050,00;83,29
3049,00;83,44
3048,00;83,58
3047,00;83,73
3046,00;83,88
3045,00;84,02
3044,00;84,17
3043,00;84,31
3042,00;84,44
3041,00;84,58
3040,00;84,72
3039,00;84,86
3038,00;85,00
3037,00;85,15
3036,00;85,30
3035,00;85,45
3034,00;85,59
3033,00;85,72
3032,00;85,84
3031,00;85,96
3030,00;86,07
3029,00;86,20
3028,00;86,33
3027,00;86,46
3026,00;86,59
3025,00;86,73
3024,00;86,87
3023,00;87,00
3022,00;87,12
3021,00;87,23
3020,00;87,33
3019,00;87,44
3018,00;87,55
3017,00;87,66
3016,00;87,77
3015,00;87,88
3014,00;87,99
3013,00;88,11
3012,00;88,24
3011,00;88,36
3010,00;88,47
3009,00;88,59
3008,00;88,70
3007,00;88,81
3006,00;88,92
3005,00;89,02
3004,00;89,12
3003,00;89,22
3002,00;89,32
3001,00;89,41
3000,00;89,49
2999,00;89,58
2998,00;89,69
2997,00;89,79
2996,00;89,89
2995,00;89,98
2994,00;90,08
2993,00;90,17
2992,00;90,26
2991,00;90,35
2990,00;90,44
2989,00;90,52
2988,00;90,60
2987,00;90,68
2986,00;90,77
2985,00;90,85
2984,00;90,93
2983,00;91,02
2982,00;91,12
2981,00;91,21
